osmid,name,amenity,city,district,street,housenumber,lat,lon
n3887404709,Fresh Line,cafe,Минск,Заводской район,,,n3887404709,53.8590417
w173374038,СШ №48,school,Минск,Центральный район,,,w173374038,53.9179821918836
n1437408887,,pharmacy,Минск,Советский район,,,n1437408887,53.9221167
n281722582,Белмединфарм,pharmacy,Минск,Первомайский район,,,n281722582,53.9440062
w88172779,д/с №115,kindergarten,Минск,Московский район,,,w88172779,53.8487959047073
w181060526,СШ №139,school,Минск,Ленинский район,,,w181060526,53.8670315646846
n4148261689,,pharmacy,Минск,Первомайский район,,,n4148261689,53.949895
n306065328,Взгляд,restaurant,Минск,Ленинский район,,,n306065328,53.8682899
w293710627,"ГУ ""Республиканский научно-практический центр «Мать и дитя»",hospital,Минск,Центральный район,,,w293710627,53.9310863271555
n278210593,БГУИР 6к,university,Минск,Советский район,,,n278210593,53.9181658
n3351855383,Блинная Масленица,fast_food,Минск,Первомайский район,,,n3351855383,53.9453517
n305675082,Батискаф,restaurant,Минск,Московский район,,,n305675082,53.85921
n3946302298,Кафетерий,cafe,Минск,Московский район,,,n3946302298,53.8593799
w379551979,ДЦРР №214,kindergarten,Минск,Заводской район,,,w379551979,53.8687611678202
n3143649660,"Ветеринарная аптека ""Стрелка""",pharmacy,Минск,Октябрьский район,,,n3143649660,53.879369
n1159763566,Детская художественная школа № 1 им. В.К. Цвирко,school,Минск,Ленинский район,,,n1159763566,53.8955557
n2627507356,,pharmacy,Минск,Ленинский район,,,n2627507356,53.8571952
w76437546,д/с №134,kindergarten,Минск,Первомайский район,,,w76437546,53.9401846649132
n4197712493,Sushi Vesla,cafe,Минск,Фрунзенский район,,,n4197712493,53.9267331
n1424195273,Дом Папочки,fast_food,Минск,Центральный район,,,n1424195273,53.9167342
n3739047933,Утопия60,cafe,Минск,Ленинский район,,,n3739047933,53.9003007
n4189193876,Кафе Бар,cafe,Минск,Ленинский район,,,n4189193876,53.8786477
n2599253114,Белорусская государственная академия искусств,university,Минск,Центральный район,улица Чичерина,1,n2599253114,53.9113911
n4232292043,Gruzin.by,cafe,Минск,Первомайский район,Ложинская улица,4,n4232292043,53.9469074
n3587642576,Любимая аптека,pharmacy,Минск,Октябрьский район,,,n3587642576,53.8545116
n4332460952,ПиццаМания,restaurant,Минск,Первомайский район,,,n4332460952,53.9286588
n4275679041,Столовая,fast_food,Минск,Заводской район,,,n4275679041,53.8483417
n2881831283,Бастион,cafe,Минск,Первомайский район,,,n2881831283,53.935601
n306068474,Стом. п-ка №12,hospital,Минск,Первомайский район,,,n306068474,53.9341827
n3481813310,Вояж,cafe,Минск,Фрунзенский район,,,n3481813310,53.8942281
n3634284784,Беролина №1,pharmacy,Минск,Первомайский район,проспект Независимости,143/1,n3634284784,53.9339098
n3794440511,Buffet,cafe,Минск,Советский район,,,n3794440511,53.9280716
n281909552,Столичный буфет,cafe,Минск,Первомайский район,,,n281909552,53.9037745
w283082049,Гимназия №43,school,Минск,Фрунзенский район,,,w283082049,53.9147626665164
n281727437,БГУ,university,Минск,Первомайский район,,,n281727437,53.9164621
w352330822,д/с №130,kindergarten,Минск,Московский район,,,w352330822,53.8468490537745
w161783637,д/с №452,kindergarten,Минск,Октябрьский район,,,w161783637,53.8488877717711
n305684796,7 Тонн,restaurant,Минск,Первомайский район,,,n305684796,53.929747
n3144445608,,pharmacy,Минск,Фрунзенский район,,,n3144445608,53.9093208
w362191726,СШ №81,school,Минск,Фрунзенский район,,,w362191726,53.9246463152474
n3203106460,,cafe,Минск,Первомайский район,,,n3203106460,53.9492764
n3384000411,Пирамида,cafe,Минск,Московский район,,,n3384000411,53.8978982
n4305440991,Столовая АФР,cafe,Минск,Фрунзенский район,,,n4305440991,53.9081183
w368035758,СШ №66,school,Минск,Советский район,,,w368035758,53.9502321656128
n4328318410,,cafe,Минск,Партизанский район,,,n4328318410,53.9055586
n305683515,Берёзка,cafe,Минск,Партизанский район,,,n305683515,53.9087357
n3258129589,4 - травматолого-ортопедический корпус,hospital,Минск,Партизанский район,,,n3258129589,53.9013343
w25321750,,school,Минск,Заводской район,улица Уборевича,144 к2,w25321750,53.8352189424319
w143887002,д/с №314,kindergarten,Минск,Советский район,,,w143887002,53.9233510399078
n3206003028,Место встречи,cafe,Минск,Фрунзенский район,,,n3206003028,53.9157661
w102390047,д/с №336,kindergarten,Минск,Московский район,,,w102390047,53.868412656099
n3258129590,5 - городской центр трансфузиологии,hospital,Минск,Партизанский район,,,n3258129590,53.9013159
n3941775973,Chicken Prince,cafe,Минск,Советский район,,,n3941775973,53.9287982
w384227903,Белорусский государственный экономический университет,university,Минск,Заводской район,,,w384227903,53.8779649447016
w25392881,СШ №97,school,Минск,Октябрьский район,улица Казинца,118,w25392881,53.8432414700531
w25326988,,hospital,Минск,Ленинский район,Великоморская улица,36,w25326988,53.865860523223
w25387086,Поликлиника,hospital,Минск,Центральный район,,,w25387086,53.9300488045423
w380462469,СШ №133,school,Минск,Партизанский район,,,w380462469,53.8995471826667
n2145164877,Зелёный свет,cafe,Минск,Октябрьский район,улица Чкалова,2,n2145164877,53.8819496
n980518088,Ложки,cafe,Минск,Ленинский район,,,n980518088,53.8981277
